the_geom,NAME,HOUSENUM,STREETNAME,ZIP,URL,BIN,BBL,CITY
POINT (-73.91386166121505 40.78202913122182),Kid Krazy Ecdc,21-25,21 AVENUE,11105,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4447576,4008820007,Astoria
POINT (-73.87997491805285 40.76708423950537),Grace Day Care,89-00,23 AVENUE,11369,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4023535,4010840001,East Elmhurst
POINT (-73.87985378849805 40.760094619216964),Jackson Children's Service,88-23,31 AVENUE,11369,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4033431,4013860034,East Elmhurst
POINT (-73.9229076968574 40.76277150459498),Adventureland Of Astoria,31-34,33 STREET,11106,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4008447,4006140057,Astoria
POINT (-73.80922757440497 40.76569291752081),Bayside Lutheran School,155-14,35 AVENUE,11354,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4119268,4052710036,Flushing
POINT (-74.00404351479379 40.64114820273721),Brooklyn Chinese American Association,5002,8 AVENUE,11220,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3013418,3007940039,Brooklyn
POINT (-73.8011141308909 40.70264885995496),Jamaica Kids Pre Sch,1,JAMAICA CENTER PLAZA,11432,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4315253,4100970020,Jamaica
POINT (-73.96062346804702 40.7081348578171),Jonathan Williams Day Care Center,321,ROEBLING STREET,11211,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3341975,3021400026,Brooklyn
POINT (-73.95326284857623 40.66094695437425),Lit'L Treasurer Ccc,467,ROGERS AVENUE,11225,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3114800,3050300004,Brooklyn
POINT (-73.95341648973934 40.65666200864734),Brooklyn Institute For Children,618,ROGERS AVENUE,11225,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3115865,3050490048,Brooklyn
POINT (-73.8810795807187 40.6482196949269),Recreation Rooms & Settlement Starrett Early Learning,125,SCHROEDERS AVENUE,11239,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3343597,3044520085,Brooklyn
POINT (-73.92660474547804 40.656655084203145),Abc Learning Is Fun Academy,936,CLARKSON AVENUE,11203,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3100941,3046410004,Brooklyn
POINT (-73.97021627700418 40.69254408308233),Community Partnership Charter School,171,CLERMONT AVENUE,11205,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3058391,3020750012,Brooklyn
POINT (-73.9660121065966 40.6306921959651),"Schelkunchik, Inc. Pre-Sch",1105,CONEY ISLAND AVENUE,11230,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3178906,3066860067,Brooklyn
POINT (-73.95997685879657 40.57558657695419),Shorefront Ym-Ywha Cdc,3300,CONEY ISLAND AVENUE,11235,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3326880,3086930001,Brooklyn
POINT (-73.89543650351122 40.64887220446626),Breukelen Recreation Rooms Dcc,717,EAST 105 STREET,11236,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3321523,3081930001,Brooklyn
POINT (-73.95165352664078 40.65099060595411),Kids Universe Cdc,2723,CHURCH AVENUE,11226,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3253058,3050910075,Brooklyn
POINT (-73.94603972766959 40.650800165704936),Pre School Minds Dcc,3316,CHURCH AVENUE,11203,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3109372,3048870007,Brooklyn
POINT (-73.94014140643303 40.651048613122384),"Bryan's Educational Center, Inc.",3924,CHURCH AVENUE,11203,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3109655,3048930011,Brooklyn
POINT (-73.91655709685186 40.65475264675655),Little People's Child Development,9414,CHURCH AVENUE,11212,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3103530,3047150038,Brooklyn
POINT (-73.88169349228221 40.82586830537439),East Bronx Naacp Special Education,1113,COLGATE AVENUE,10472,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2023714,2037360001,Bronx
POINT (-73.91911186024366 40.824030309174105),Highbridge Advisory Council-Children's Ride Elc,800,CONCOURSE VILLAGE EAST,10451,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,2024200040,Bronx
POINT (-73.91889729834216 40.81851011793564),Philip H. Michales Cdc,629,COURTLANDT AVENUE,10451,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2001876,2024110041,Bronx
POINT (-73.91799961509543 40.82104034695818),Frank D. Whalen Day Car Center,731,COURTLANDT AVENUE,10451,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2093919,2024130001,Bronx
POINT (-74.01051276142682 40.70233862903356),Children First At 125 Broad St. I/T,125,BROAD STREET,10004,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1000006,1000057501,New York
POINT (-74.01051276142682 40.70233862903356),Children First @125th Broad Street Pre-School,125,BROAD STREET,10004,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1000006,1000057501,New York
POINT (-73.92123347831061 40.81284850755734),East Side House Settlement Hs Dc,375,EAST 143 STREET,10454,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2091101,2023060009,Bronx
POINT (-73.91292731220918 40.824299040836294),Iola Jordan Dcc,421,EAST 161 STREET,10451,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2001505,2023830012,Bronx
POINT (-73.99751733836582 40.70983658968911),Hamilton Madison House Ccc,10,CATHERINE SLIP,10038,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1077411,1001110100,New York
POINT (-73.93214025891069 40.60899314727287),Infinity Educational C.C. #2,3412,AVENUE S,11234,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3240855,3085200042,Brooklyn
POINT (-73.98207470569054 40.59180092828256),Lillian Sklar Filler Dcc,49,AVENUE W,11223,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3322146,3071370001,Brooklyn
POINT (-73.98151187847806 40.61419026596163),Prime Time Academy,6420,BAY PARKWAY,11204,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3133705,3055500038,Brooklyn
POINT (-73.95426319481356 40.67379188203335),Day Care Works,1448,BEDFORD AVENUE,11216,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3031137,3012317501,Brooklyn
POINT (-73.96082218964105 40.70426145394684),Yeled V'Yalda Hs,563,BEDFORD AVENUE,11211,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3060116,3021930007,Brooklyn
POINT (-74.16203815001485 40.60981208654757),Children At Play Early Intervention Center,40,MERRILL AVENUE,10314,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5037004,5022360037,Staten Island
POINT (-74.13534552410881 40.573390045175934),Richmondtown Children's Pre-Sc,3435,RICHMOND ROAD,10306,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5037098,5022610088,Staten Island
POINT (-74.10438972173023 40.64532516880793),Children's Harbor Pre-Sch,1000,RICHMOND TERRACE,10301,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,,Staten Island
POINT (-74.21113523640143 40.55065397127091),High Hopes Of Staten Island #2,971,ROSSVILLE AVENUE,10309,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5107734,5061590001,Staten Island
POINT (-74.1527106736842 40.60869209261115),Oakdale Academy I/T,2734,VICTORY BOULEVARD,10314,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5035098,5020850009,Staten Island
POINT (-74.08865669906768 40.63094108044908),Jewish Community Center Of Si,475,VICTORY BOULEVARD,10301,http://www.nyc.gov/html/doh/html/dc/dc.shtml,5002887,5001200112,Staten Island
POINT (-73.90950440921948 40.68497814829861),Mt. Roraima Grammar School,1405,BUSHWICK AVENUE,11207,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3326473,3034390003,Brooklyn
POINT (-73.95712635819936 40.667874895250826),Five Block Dcc,995,CARROLL STREET,11225,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3033470,3012800054,Brooklyn
POINT (-73.9259543790202 40.698329247888346),200 Central Avenue Dcc,200,CENTRAL AVENUE,11221,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3073408,3032280020,Brooklyn
POINT (-74.02826522535928 40.61867043365742),Building Blocks Dc,9015,5 AVENUE,11209,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3154776,3060880015,Brooklyn
POINT (-73.85347053383187 40.702643230576165),Small Wonder,90-45,MYRTLE AVENUE,11385,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4094989,4038830001,Ridgewood
POINT (-73.86486622834757 40.573227211977176),West End Temple Nursery Sch,147-02,NEWPORT AVENUE,11694,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4306479,4162900001,Rockaway Park
POINT (-73.7849197865083 40.757665417163835),St. Nicholas Day Care Center,196-20,NORTHERN BOULEVARD,11358,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4124561,4055200008,Flushing
POINT (-73.88598658273477 40.755716719265315),Semillitas Children's Education Center,81-07,NORTHERN BOULEVARD,11372,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4026954,4011770042,Jackson Heights
POINT (-73.76943113439447 40.65789957548598),Educational Alliance Hs/Saratoga,175-15,ROCKAWAY BOULEVARD,11434,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4286135,4133810001,Jamaica
POINT (-73.91927513242481 40.56136713937084),Little Tots Red Wagon,204-28,ROCKAWAY POINT BOULEVARD,11697,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4464935,4163500300,Breezy Point
POINT (-73.7349487377551 40.718174235439875),Queens Village Day School I/T,96-11,SPRINGFIELD BOULEVARD,11429,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4231214,4107890248,Queens Village
POINT (-73.7349487377551 40.718174235439875),Queens Village Day School Annexv,96-13,SPRINGFIELD BOULEVARD,11429,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4231214,4107890248,Queens Village
POINT (-73.83900689444911 40.775084582027),Tutor Time Learning Center I/T,25-56,ULMER STREET,11354,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,4042730060,Flushing
POINT (-73.8251178569634 40.757242507353254),"Learn N Play Nursery, Inc.",42-10,UNION STREET,11355,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4116931,4051800042,Flushing
POINT (-73.73312097030409 40.739030476791),Life-Line Center Child Development,80-09,WINCHESTER BOULEVARD,11427,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4165628,4078800200,Queens Village
POINT (-73.98452939474885 40.66767585113232),Special Sprouts/Beansprouts,446,6 AVENUE,11215,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3022303,3010110048,Brooklyn
POINT (-74.01907205782848 40.62024558985569),Redeemer St. John's Nursery School,939,83 STREET,11228,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3330938,3060110040,Brooklyn
POINT (-74.03288340590419 40.62255265213374),"Tiny Tot Playhouse, The",243,88 STREET,11209,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3153687,3060480049,Brooklyn
POINT (-73.98189891460419 40.66300754475985),Brooklyn Free Space,1320,8 AVENUE,11215,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3026500,3011000044,Brooklyn
POINT (-74.00228770167833 40.64270592446095),Christian Day Care Ctr,4702,8 AVENUE,11220,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3012432,3007680040,Brooklyn
POINT (-73.94557039566023 40.713131760912596),Small World Day Care Center,211,AINSLIE STREET,11211,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3069039,3027700001,Brooklyn
POINT (-73.91325392071728 40.66527546911619),Amboy Street Dcc,217,AMBOY STREET,11212,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3081398,3035400001,Brooklyn
POINT (-73.98372408730197 40.68625530850149),The Kingsley School For Child Development,440,ATLANTIC AVENUE,11217,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3000930,3001840018,Brooklyn
POINT (-73.94258620428991 40.843405987855576),Presbyterian Hospital Infant&Ccc,61,HAVEN AVENUE,10032,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1063405,1021390144,New York
POINT (-73.88723149480867 40.87087272813274),Grace Lutheran School,2930,VALENTINE AVENUE,10458,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2016941,2032970037,Bronx
POINT (-73.86413881347909 40.858323159554),Bronx House,2222,WALLACE AVENUE,10467,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2093364,2043490001,Bronx
POINT (-73.8479827675823 40.83501032582286),Ahrc Howard Haber Elc,2300,WESTCHESTER AVENUE,10462,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2087040,2038340081,Bronx
POINT (-73.90721125698381 40.81733257338875),Anna Lefkowitz Dcc,675,WESTCHESTER AVENUE,10455,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2093934,2026280001,Bronx
POINT (-73.86742099280507 40.87690942809508),City Of Faith Christian Academy,3453,WHITE PLAINS ROAD,10467,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2056964,2046280043,Bronx
POINT (-73.86447408090127 40.882066409238384),Every Blessed Child Day Care,3711,WHITE PLAINS ROAD,10467,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2057535,2046510086,Bronx
POINT (-73.99094981574594 40.63308889477286),Shira Head Start Bnos Zion I&Ii,5002,14 AVENUE,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3138079,3056490038,Brooklyn
POINT (-73.99039176549446 40.667148277328934),Project Reach Youth Inc.,199,14 STREET,11215,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3023430,3010340068,Brooklyn
POINT (-74.02855058605779 40.62866899960571),Tutor Time Child Care Learning Center I/T,7817,3 AVENUE,11209,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3150280,3059690001,Brooklyn
POINT (-73.98864804626933 40.63589145262137),Beth Jacob Day Care Center,1363,46 STREET,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3136748,3056170050,Brooklyn
POINT (-74.02456758000379 40.633428571469615),Heartshare Ecc,7002,4 AVENUE,11209,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3146550,3058910048,Brooklyn
POINT (-73.99116222615226 40.633815406939476),Tashbar Learning Center,1349,50 STREET,11219,http://www.nyc.gov/html/doh/html/dc/dc.shtml,3137766,3056420053,Brooklyn
POINT (-73.89818200620131 40.90141840475651),Susan E. Wagner Day School At Riverdale,5401,POST ROAD,10471,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2084657,2058422002,Bronx
POINT (-73.86772651774587 40.81819805522351),Soundview Child Care Center,1700,SEWARD AVENUE,10473,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2092649,2035510001,Bronx
POINT (-73.85513581227218 40.80961278278019),Just 4 Kids Ecc,214,SOUNDVIEW AVENUE,10473,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,2034560005,Bronx
POINT (-73.8616476900667 40.81673828535792),Seabury Day Care Center,575,SOUNDVIEW AVENUE,10473,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2021465,2035230034,Bronx
POINT (-73.91860055525218 40.80593322628175),Pamela C. Torres Dcc,161,ST ANN'S AVENUE,10454,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2090985,2022630019,Bronx
POINT (-73.83467040830008 40.85713914663142),Bronx Rehab Campus I/T,1770,STILLWELL AVENUE,10469,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2102042,2044110300,Bronx
POINT (-73.90385472948917 40.82202970100717),Blondell Joyner Dcc,909,TINTON AVENUE,10456,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2091959,2026380090,Bronx
POINT (-73.9130611668741 40.85240417294211),The Learning Tree,1880,UNIVERSITY AVENUE,10453,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2008529,2028680034,Bronx
POINT (-73.79303778630886 40.698701583680794),Nee Cee Cares Day Care,106-38,GUY R BREWER BOULEVARD,11433,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4215810,4101290025,Jamaica
POINT (-73.78208337281018 40.68322660857651),Paccor Pre-School,118-17,GUY R BREWER BOULEVARD,11434,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4448582,4123540112,Jamaica
POINT (-73.81458319407903 40.690471568399886),Playmates Nursery Inc,131-13,LIBERTY AVENUE,11419,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4204047,4095680044,South Richmond Hill
POINT (-73.76871706895449 40.70362419701595),"Love, Peace & Joy Pre Sch Kdgn",188-04,LIBERTY AVENUE,11412,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4220547,4103510032,Saint Albans
POINT (-73.73521511972324 40.693847005403185),The Nurturing Center,225-11,LINDEN BOULEVARD,11411,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4244516,4113260001,Cambria Heights
POINT (-73.77079609014041 40.68401996750119),Gil-Blu Nursery & Kdgn,120-02,MERRICK BOULEVARD,11434,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4268523,4123920036,Jamaica
POINT (-73.74140612580086 40.67669528160525),"Care & Love Center, Inc.",228-23,MERRICK BOULEVARD,11413,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4279389,4129670017,Springfield Gardens
POINT (-73.73586623526955 40.67412798071251),Little Flowers Ec  Ii,234-08,MERRICK BOULEVARD,11422,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4283839,4131980028,Rosedale
POINT (-73.83277467530633 40.89034796152251),The Little Brick House Dcc Inc.,3928,HARPER AVENUE,10466,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2067016,2049650023,Bronx
POINT (-73.86526574391293 40.846348083789955),St. Martha's Nursery School,1828,HUNT AVENUE,10462,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2043524,2040510018,Bronx
POINT (-73.85898760690365 40.84659987074192),For Kids Only Day Care,904,MORRIS PARK AVENUE,10462,http://www.nyc.gov/html/doh/html/dc/dc.shtml,2044464,2040940001,Bronx
POINT (-73.97082003315799 40.76600948055679),The Creative Playschool Of 5th Ave Synagoque,5,EAST 62 STREET,10021,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1040886,1013770007,New York
POINT (-73.97769198765221 40.72306556178462),Emmanuel Dcc,737,EAST 6 STREET,10009,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1004493,1003760044,New York
POINT (-73.96193484590333 40.772252587361066),Resurrection Episcopal Day School,119,EAST 74 STREET,10021,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1043075,1014090008,New York
POINT (-73.96293658495162 40.77637340055057),The Ark Nursery School,12,EAST 79 STREET,10021,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1041889,1013930062,New York
POINT (-73.94900770719816 40.77435853369755),Wee Care Child Care Llc,451,EAST 83 STREET,10028,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1050459,1015630020,New York
POINT (-73.95715495372089 40.78408292256372),The Spence School,22,EAST 91 STREET,10128,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1047005,1015020059,New York
POINT (-73.98835067914112 40.71397681834807),The Educational Alliance Early Hs,197,EAST BROADWAY,10002,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1003704,1002850029,New York
POINT (-73.968667671502 40.76344428056632),Children's All Day Pre-Nursry,111,EAST 60 STREET,10022,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1041951,1013950105,New York
POINT (-74.00761310182094 40.71595420573944),Washington Market School-Duane,134,DUANE STREET,10013,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1075669,1001460021,New York
POINT (-74.00753759583915 40.70962398237402),The Downtown Little School,15,DUTCH STREET,10038,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1001197,1000787504,New York
POINT (-73.94394286079066 40.78985594498861),Leggett Memorial Ccc,237,EAST 104 STREET,10029,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1080671,1016540011,New York
POINT (-73.78836176575372 40.76494593640391),Montessori School Of Bayside,34-57,FRANCIS LEWIS BOULEVARD,11358,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4446961,4060770048,Flushing
POINT (-73.9472370201797 40.79244850234028),St. Cecilia's Day Nursery,118,EAST 106 STREET,10029,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1081342,1016330066,New York
POINT (-73.94390936393309 40.79093013238613),Universal Day Care At Falu Foundation,220,EAST 106 STREET,10029,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1052428,1016550038,New York
POINT (-73.94793986329535 40.796708326968165),E. Harlem C\Hs Bilingual Hs Ii,30,EAST 111 STREET,10029,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1085254,1016160001,New York
POINT (-73.92950297977387 40.78686531348563),Odessey House Pre-School Mabon #13,13,WARDS ISLAND,10035,http://www.nyc.gov/html/doh/html/dc/dc.shtml,0,,New York
POINT (-73.98547682131527 40.7393483032831),Manhattan Children's Program/United Cerebral Palsey Of Nyc,122,EAST 23 STREET,10010,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1018013,1008780015,New York
POINT (-73.97316635523546 40.7427034402286),Infant Developmental Program,400,EAST 34 STREET,10016,http://www.nyc.gov/html/doh/html/dc/dc.shtml,1081692,1009627501,New York
POINT (-73.8227848066336 40.75647245291522),Sunshine Abc #1,142-20,FRANKLIN AVENUE,11355,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4117051,4051820019,Flushing
POINT (-73.86423614180421 40.76143451567973),Jerome Hardeman Sr. Ccc,29-49,GILLMORE STREET,11369,http://www.nyc.gov/html/doh/html/dc/dc.shtml,4041534,4016690038,East Elmhurst
